,id,title,language_code,description,similar_books,ratings_count,num_pages,text_reviews_count,average_rating,Action,Adventure,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Thriller,War,Action_b,Adventure_b,Crime_b,Documentary_b,Drama_b,Family_b,Fantasy_b,History_b,Horror_b,Music_b,Mystery_b,Romance_b,Thriller_b,War_b
312308,25146446,Elvis: The King,eng,"Elvis: the legend lives on, more than 35 years since he died. Relive your musical memories or discover the King of Rock 'n' Roll with this fully authorized book, which contains many rare photographs from the Graceland(r) archives as well as a poster and removable items of facsimile memorabilia. Includes rare reproduction documents from the King's personal archives.",[],1.0,63.0,1.0,2.0,0.046496940678918464,0.06827955283943346,0.02864436170359331,1.0,0.04384927006048453,0.06009547776795326,1.0,1.0,0.03752409359388025,1.0,0.032578293284658374,0.04453594530333683,0.03233157829845946,0.027336481315292847,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
231258,23610241,Life Enthusiasm,eng,"Discover Life Force Energy as a catalyst for transformation and a path to personal freedom!
Life Enthusiasm: A Path to Purpose Beyond Recovery details how life force energy can propel the most desperate addict down a path to freedom and meaning. Through the application of Universal Energy the author discovers his intuitive voice and transcends a four decade entrenchment in addictive behavior in just eighteen months.
The element that gives the story its unique voice while imbuing it with a mystical and adventurous tone is the employment of energetic treatments or transfers to treat addiction and anxiety.
The undeniable power of Universal Energy to amplify and enhance one's spiritual progression to a state of freedom is the step that many people who have been frozen by anxiety or dependent behaviors have been looking for.
The story includes the author's experience of other dimensions of existence, sound healing, distance healing and various energy modalities.
This is a true story of the author's rise from apathy, self-pity, and victimization to an addiction-free state of life purpose and sovereignty. A vision ignites and illuminates a buried passion that must find expression ultimately through an enthusiastic and abstinent voice. The tension builds until the author must face the greatest obstacle on his path; full acknowledgement and ownership of the core deceit that blocks the completion of his purpose. It is in the sacred space of common experience where author and reader meet that solutions to any problem may be discovered. The book's final chapter summarizes the main elements necessary for others to find the freedom they seek. Although not meant to substitute a protocol to replace 12-step programs, it can be the ""13th step"" many are looking for.",[],1.0,178.0,1.0,2.0,0.13995515181220836,0.1471880938693783,0.13216843612676135,1.0,1.0,0.13833813331866532,0.1525166372821265,1.0,0.1240728087652492,0.1289835121632519,0.12423558861925808,1.0,0.1412466491925197,0.10615322416598222,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
550454,36069743,"Getting Wet (A Three Sisters Story, #1)",eng,"After two years of spending my days at Three Sisters Tours and my weekends searching for meaningful relationships that end up as one night stands, I am ready to hang up my white water rafting gear and call it quits on love.
But when trucking millionaire, Darian Hunter shows up with his crew for a whitewater rafting ride, he makes me question not only my ""no second dates with clients"" but also my doubt in ever finding love.
And it doesn't hurt that Darian knows how to make me wetter than the wild rapids.
WARNING: This novella is a series standalone with insta-love and an HEA that will make you wetter than the whitewater rapids that the heroine takes you on. With three steamy scenes, enjoy this wet and wild ride.",[],2.0,80.0,2.0,2.5,0.12972154754337586,0.132514848171643,0.12145159280137838,0.1151527834953129,1.0,0.12722938472253018,1.0,1.0,0.11744973109002782,0.1362108180824292,0.11597677840466902,1.0,0.12990240927083294,0.10139600575564904,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
488316,15725724,The Remnants,eng,"The Remnants is a novel about legacy and influence. The central story deals with exile, memory, and loss, as well as a son's terrible desire to exorcise the past and recreate himself. A manuscript written by an Australian art historian is discovered by his son after the father's death. Claiming to have discovered a series of lost paintings by Piero della Francesca in the small Tuscan city of Arezzo, the father's manuscript moves between Renaissance Italy and post-Revolutionary Russia. At its core is the relationship the father has with an ageing Russian emigre, a woman who claims to have nursed the poet, Osip Mandelstam, in his final days. She is haunted by the ghost of her murdered son and the traumas she experiences before escaping Russia at the beginning of World War II. This central story is mediated by the son's commentary. He makes his own journey to Italy, which opens up Australia (and his past) for him in the form of a journey he took with his father to the Simpson Desert, 30 years before. With three stories tightly interwoven, this deeply philosophical novel is about translations between languages and cultures, and ultimately, the translation of the father into the son.",[],6.0,304.0,3.0,2.5,1.0,1.0,0.1388675829790333,0.13767075823929922,1.0,0.16421931668487363,0.164462858394981,1.0,0.1358081912515247,0.11476915813870815,0.1602931095417245,0.1627528804285868,0.15693785631761373,0.16268165853148212,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66018,17289220,Shadowless,eng,"All Quinn Murdock wants is to get her soul back.
With no shadow and no reflection, life in a small beach town poses its risks.
Her supernatural roommates try to keep her feet on the ground, but they also keep her head spinning.
When a human named Conrad Archer moves in, the mystery of Quinn's stolen soul grows deeper as does her affection for him.
But when a conflict arises among the roommates, Quinn realizes they all might be more dangerous than she had originally thought.",[],1.0,366.0,1.0,2.0,0.06251563417494133,0.06017248423100534,0.061912676098870856,0.05139231385523666,0.07158190028619171,0.06065970692889803,1.0,0.04015871892856483,1.0,0.04531248034575447,1.0,0.06398170353587636,1.0,0.03113725471943675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
370831,9432907,Velvet & Cinder Blocks,eng,"Ioannis Gatsiounis's debut collection of short stories brilliantly captures the spirit of the individual who struggles to define himself in a world where the idea of identity is both concrete and perpetually fleeting; a world where loyalties, friendships and family ties can alter in an instant. A young painter follows a false prophet deep into a desert. A pious rape victim struggles to see past her faith in the aftermath of a tsunami. A Chinese-American's Chineseness is put to the test in multi-racial Malaysia. A young Malay caretaker and his lone guest at a remote guest house struggle to find direction and compassion in an era of stark civilizational divides.
With these ten beautifully imagined and decadently engrossing stories, Gatsiounis offers us a timely, penetrating meditation on intimacy, alienation and triumph in the post-9/11 world.",[],7.0,170.0,1.0,2.29,0.10886230354248677,1.0,0.09011599717457384,0.12159041955502395,1.0,0.1192829778565487,1.0,0.1152546713372052,0.11954050930933842,0.08441368302449749,0.11458515998746635,0.10373436175314293,1.0,0.11598765149527164,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
495990,10323565,Rock Star,eng,"Nick D is a gorgeous hunk who has survived a deprived and abusive childhood with the help of his guitar - his friend, lover, hope. He uses it to become a world renowned rock star. He has most things he ever wanted, but is still in search of his Dream Girl who he's dreamed about for years.
Nick goes to Miami to play some concerts and to meet his father Mario, who he's never met, and his stepmother Dolores. Dolores hates Mario.
Whilst in Miami Nick meets his Dream Girl, Andrea, and is happier than he has ever been. But will evil from his past destroy his future?",[],13.0,67.0,3.0,2.35,0.09294131950088642,0.10555201239690788,0.07927078497500654,0.08351304053410777,1.0,1.0,1.0,0.0649872267124341,0.08356246823907676,1.0,0.09139362119765997,0.10401733671096862,0.09199397648465343,0.05429412461763228,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59767,20897435,Tough Cop,eng,"THEY NEVER had it so good - the crooks, the grafters, all of New York's underworld. Johnny Devereaux was retiring from the force after 21 years. Devereaux was a tough cop, tough to encounter - impossible to bluff.
Devereaux was sitting in his car thinking of his retirement when a new future in the form of Jennifer Phillips jumped into his car and urgently pleaded, ""Please hurry!"" She was twenty years his junior - so what? She was very, very beautiful, she was in trouble, and Devereaux was ripe for romance.
Jennifer Phillips was deadly afraid of her father. She just knew that Martin Phillips couldn't be her father, a feeling strengthened by the fact that there was no record of her birth. Devereaux felt that such unreasoning terror must have some basis in fact.
Never before was Devereaux as determined to get to the bottom of a case! Before Devereaux was able to do it, many people died to keep the secret - too many people. He had to break a few bones to get the answer because an honest cop is necessarily a tough cop. And he had to hurt Jennifer Phillips in the end, when he faced her with the brutal answer to her question. It took a tough cop to do it - and Devereaux was all of that.",[],2.0,185.0,1.0,2.5,1.0,0.06780037122005107,1.0,0.060088186397495566,0.06952815531604681,0.06872832132061728,0.061597885283098355,0.05130195455505597,0.062004143145448304,0.051113529843934115,1.0,0.06293071580520154,1.0,0.030602795027952386,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
118704,15761548,"All The Pretty Faces (Tales from the Coffin, #2)",en-GB,"Estella is on edge. Why? The Bone Cruncher wants to collect his debt early. What's a girl to do? Get her zombie lover to do her dirty work for her of course, while she entertains you with tea and a ghost hunter sandwich....
MidNight, a paranormal show, transformed Lindsay from a jittery legal assistant into an almost famous presenter. Ghost Hunting was the last job Lindsay ever expected to see herself doing, or loving. Best of all, the show helped her face fears of the dark and her own shadow. If only she could conquer Walker, too, her long time just-good-friends buddy.
When her co-host Debra puts an offer of a threesome on the table after a live filming at York Castle Prison, Lindsay takes it into careful consideration. A menage with Walker and her nemesis will complete her confidence trip. But when things start going bump in the night, will three be a crowd?
More about Tales from the Coffin:
Estella, Vampire Queen of the Rejected, royally invites you to join herself and her zombie lover for a fix of dark erotic tales sure to tickle your fancy and give you the shivers. But mind your manners and fingers, because she bites.",[],2.0,24.0,1.0,2.5,0.08998986465288004,0.08788750769774831,0.08910106900472302,0.06692918839085607,0.0978021040871179,1.0,1.0,0.06281576431481442,1.0,0.0908498121196254,0.09455264964301126,0.09951341066600915,1.0,0.04472972610765291,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
155930,15770628,Love Sick,eng,"True love stories never have endings.
Marilyn Monroe falls in love with a soldier when she takes a trip to Korea to entertain the troops, she blissfully shares a deep relationship with him. Unfortunately, everything comes to an end when her beloved soldier mysteriously disappeared. She keeps a bittersweet memory of him until she is found dead from an overdose of sleeping pills, by her housekeeper Eunice Murray.
45 years later, Helen Price is a typical young woman with recurrent dreams about a certain time and place that she finds familiar but she can't explain why. She dreams of herself being Marilyn Monroe and she feels a strong love towards a man she doesn't even know; she has only seen him in her dreams. She believes that he's somewhere waiting for her, even though she had never physically met him. She waits and yearns for a love that never comes, hope becomes her only caress. Eventually, she realizes that it's better to have never met him in her dreams than to wake and reach for hands that are not there. To escape the fiery passion, she runs into the arms of Richard, an affluent lawyer. However, she miserably fails. His enigmatic absence sharpens the romantic emotions she feels for him, and she's unable to share intimacy with Richard because the stranger's face keeps dancing through her mind. Incapable of dealing with her frustrations, she turns for help to Dr. Davis, a Psychiatrist with an interest in parapsychology.
Love Sick highlights the struggles faces by a confused woman in achieving True Love and Self-discovery.
This unforgettable story of undying love combines Mysticism, Suspense, Mystery and Romance into a web of good and evil.",[],2.0,279.0,2.0,1.75,0.1791296735289413,0.1814988211879079,0.16591183647386082,0.12651452839675495,1.0,0.169437858212514,1.0,0.18733280938403912,0.1732565017379616,0.18080323248204774,0.189403424127881,1.0,1.0,0.15386870550804055,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
437616,17972076,Tough to Love: Saving Avery,eng,"Hardened from past hurts, can Avery West and Steel Brickman find the strength to heal one another? Steel's intensity is overbearing and strong, crushing Avery's ability to breathe. Avery's wall is so thick - it seems almost impenetrable. Tangled in a mess of pain and desire, the two must learn to trust one another to find their own salvation.",[],61.0,86.0,25.0,2.32,1.0,0.10101368384710903,0.10169453056970555,0.07715076393855831,1.0,0.08608795697867097,1.0,0.08152328350033307,0.09297439445163078,0.08186124034409523,0.09354652769706878,1.0,0.10508245914505551,0.06829715691702239,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
